CHN,NA
CHN,NA
DEN,NA
DEN,Gold
NED,NA
NED,NA
NED,NA
NED,NA
NED,NA
NED,NA
USA,NA
USA,NA
USA,NA
USA,NA
USA,NA
USA,NA
USA,NA
USA,NA
USA,NA
USA,NA
USA,NA
USA,NA
USA,NA
USA,NA
USA,NA
USA,NA
NED,NA
NED,NA
FIN,NA
FIN,NA
FIN,NA
FIN,NA
FIN,NA
FIN,NA
FIN,NA
FIN,NA
FIN,NA
FIN,Bronze
FIN,Bronze
FIN,NA
FIN,Bronze
FIN,Bronze
FIN,Gold
FIN,NA
FIN,Gold
FIN,NA
FIN,NA
FIN,NA
FIN,Gold
FIN,NA
FIN,Bronze
FIN,NA
FIN,NA
FIN,NA
FIN,NA
FIN,NA
FIN,NA
FIN,NA
FIN,NA
NOR,NA
NOR,Gold
NOR,Bronze
NOR,NA
NOR,Silver
NOR,Bronze
NOR,NA
NOR,NA
NOR,Silver
NOR,NA
NOR,NA
NOR,NA
NOR,NA
NOR,NA
NOR,Gold
NOR,NA
NOR,NA
NOR,Gold
NOR,NA
NOR,Gold
NOR,Gold
ROU,NA
NOR,NA
NOR,NA
NOR,NA
NOR,NA
NOR,NA
NOR,Silver
NOR,NA
NED,NA
NOR,NA
NOR,NA
NED,Bronze
NED,Silver
NED,NA
EST,NA
NOR,NA
FIN,NA
FIN,NA
FRA,NA
NOR,NA
NED,NA
NED,NA
NED,NA
NED,NA
NED,NA
NOR,Bronze
NOR,Silver
NOR,NA
NOR,NA
NOR,NA
NOR,Bronze
NOR,NA
NOR,NA
NOR,Gold
NOR,NA
NOR,NA
NOR,NA
NOR,Gold
NOR,NA
EST,NA
EST,NA
EST,NA
EST,NA
EST,NA
NOR,NA
NOR,NA
NOR,NA
NOR,NA
NOR,NA
NOR,NA
NOR,NA
NOR,NA
NOR,NA
NOR,NA
MAR,NA
EST,NA
EST,NA
EST,NA
EST,NA
ESP,NA
ESP,NA
ESP,NA
ESP,NA
ESP,NA
ESP,NA
FRA,NA
EGY,NA
IRI,NA
ESP,NA
FRA,NA
FRA,Gold
BUL,NA
BUL,NA
BUL,NA
BUL,NA
BUL,NA
BUL,NA
BUL,NA
ITA,Bronze
ESP,Bronze
CHA,NA
AZE,Bronze
SUD,NA
RUS,Silver
RUS,NA
ARG,NA
ARG,NA
ESP,NA
CUB,NA
CUB,NA
CUB,NA
BLR,NA
BLR,Gold
FRA,Gold
FRA,Gold
FRA,Silver
ARG,NA
GRE,NA
CMR,Gold
CMR,NA
TUR,NA
CHI,NA
ESP,Gold
GRE,NA
MEX,NA
CHI,NA
USA,Silver
ESP,NA
ESP,Gold
ESP,NA
ESP,NA
ESP,Bronze
URS,NA
URS,NA
CHI,NA
RUS,Silver
RUS,NA
ITA,NA
ITA,NA
FRA,NA
FRA,Gold
CHI,NA
GRE,NA
NCA,NA
NCA,NA
MEX,NA
MEX,NA
MEX,NA
HUN,Silver
HUN,NA
HUN,Bronze
NGR,NA
EGY,NA
EGY,NA
ITA,Bronze
CHA,NA
ALG,NA
ALG,NA
ITA,Gold
ITA,Gold
ITA,Gold
ITA,Gold
ITA,Gold
ITA,Silver
ITA,NA
ITA,NA
ITA,Gold
ITA,Gold
ITA,Silver
KUW,NA
KUW,NA
KUW,NA
BRN,NA
PAK,NA
IRQ,NA
IRQ,NA
KUW,NA
PAK,NA
UAR,NA
EGY,NA
LIB,NA
LIB,NA
EGY,NA
EGY,NA
IRQ,NA
PAK,NA
QAT,NA
PAK,NA
PAK,NA
PAK,NA
EGY,NA
MAS,NA
IRI,NA
PAK,NA
PAK,NA
PAK,NA
IRI,NA
AZE,NA
AZE,NA
AZE,NA
ITA,NA
GER,NA
ITA,NA
NED,NA
ITA,NA
ITA,NA
ITA,NA
IRQ,NA
GRE,Bronze
CAN,NA
CAN,NA
IRL,NA
IRL,NA
USA,NA
AUS,Bronze
RSA,NA
USA,NA
USA,NA
USA,Bronze
CAN,NA
CAN,NA
CAN,NA
USA,NA
USA,Gold
USA,NA
CAN,NA
USA,Silver
MAR,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
ERI,NA
EGY,NA
EGY,NA
EGY,NA
UAR,NA
UAR,NA
UAR,NA
UAR,NA
UAR,NA
UAR,NA
UAR,NA
UAR,NA
EGY,NA
USA,Silver
TAN,NA
TAN,NA
FRA,NA
KUW,NA
JOR,NA
EGY,NA
EGY,NA
EGY,NA
SUD,NA
UAR,NA
EGY,NA
UAR,NA
EGY,NA
SUD,NA
SUD,NA
SUD,NA
SUD,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
UAR,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
UAR,NA
EGY,NA
EGY,NA
SUD,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
UAR,NA
UAR,NA
EGY,NA
UAR,NA
TUN,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
LBA,NA
EGY,NA
UAR,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
UAR,NA
EGY,NA
UAR,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
UAR,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
SUD,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
SUD,NA
EGY,NA
EGY,NA
EGY,NA
FRA,NA
EGY,NA
EGY,NA
ALG,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
ALG,NA
ALG,NA
ALG,NA
ALG,NA
ALG,NA
IRI,NA
IRI,Bronze
BEL,NA
BEL,NA
AUS,NA
AUS,NA
QAT,NA
QAT,NA
DJI,NA
DJI,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
USA,NA
USA,NA
USA,NA
USA,NA
AUS,NA
AUS,NA
AUS,NA
PLE,NA
CAN,NA
CAN,NA
CAN,Bronze
SUD,NA
IRI,NA
CMR,NA
COM,NA
CAN,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
EGY,NA
CHA,NA
CMR,NA
EGY,NA
EGY,NA
KAZ,NA
BRU,NA
IRQ,NA
KUW,NA
MAS,NA
MAS,NA
EGY,NA
EGY,NA
EGY,NA
MAS,NA
BRU,NA
BRU,NA
SUD,NA
IND,NA
IND,NA
IRQ,NA
IRQ,NA
KSA,NA
SYR,NA
IRQ,NA
KUW,NA
KUW,NA
IRQ,NA
QAT,NA
MDV,NA
BRN,NA
KSA,NA
IRI,NA
JOR,NA
BRN,NA
ETH,NA
MAS,NA
PAK,Gold
PAK,Silver
IRQ,NA
IRQ,NA
IRQ,NA
IRQ,NA
IRQ,NA
PAK,NA
IRQ,NA
EGY,NA
EGY,NA
KSA,NA
UAE,NA
YAR,NA
KUW,NA
KUW,NA
PAK,NA
INA,NA
IRQ,NA
IRQ,NA
NGR,NA
NGR,NA
NGR,NA
NGR,NA
CAN,NA
EGY,NA
URS,Gold
PHI,NA
PHI,NA
PHI,NA
PHI,NA
PHI,NA
IRQ,NA
EGY,NA
EGY,NA
QAT,NA
EGY,NA
USA,NA
IRQ,NA
EGY,NA
UAE,NA
UAE,NA
UAE,NA
UAE,NA
UAE,NA
UAE,NA
UAE,NA
IRQ,NA
KUW,NA
EGY,NA
MAS,NA
MAS,NA
MAS,NA
MAS,NA
SGP,NA
SGP,NA
SUD,NA
SUD,NA
NGR,NA
AZE,NA
AZE,NA
AZE,NA
UZB,NA
UZB,Gold
UZB,NA
UZB,NA
AZE,Silver
AZE,Gold
AZE,NA
AZE,NA
AZE,NA
KUW,NA
EGY,NA
EGY,NA
UAE,NA
UAE,NA
EGY,NA
EGY,NA
EGY,NA
KUW,NA
KUW,NA
KUW,NA
IRQ,NA
EGY,NA
EGY,NA
USA,Gold
UZB,NA
KGZ,NA
KGZ,NA
UZB,NA
TJK,NA
RUS,NA
TJK,NA
TJK,Silver
TJK,NA
LBA,NA
EUN,Gold
UZB,NA
URS,NA
UZB,NA
KGZ,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,Gold
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
JPN,NA
CGO,NA
ETH,NA
ETH,Bronze
ETH,NA
ETH,NA
ALG,NA
EGY,NA
IRI,NA
IRI,NA
CMR,NA
SUI,Silver
SUI,NA
BRA,NA
BRA,NA
ESP,NA
BRA,NA
GER,NA
GER,NA
USA,NA
USA,Silver
CAN,Gold
FRG,NA
FRG,NA
GDR,NA
GDR,Silver
GDR,NA
GDR,NA
GDR,NA
